request_id,customer_id,booking_id,request_type,request_text,request_status,created_at
REQ000289,C005869,B009791,Housekeeping,Can someone clean my room?,Closed,2026-06-02 06:06:55
REQ000290,C006817,,Cancellation Request,I need to cancel my hotel reservation.,Closed,2025-12-05 19:07:05
REQ000291,C003477,B002857,Airport Transfer,Do you provide airport transportation?,Closed,2026-01-21 07:43:09
REQ000292,C009946,,General Inquiry,I need some information about the hotel.,Resolved,2026-01-31 21:03:09
REQ000293,C002701,,Room Service,Can I order food to my room?,In Progress,2025-09-24 06:02:22
REQ000294,C006029,B006506,Housekeeping,Can someone clean my room?,Resolved,2025-08-23 00:45:06
REQ000295,C003702,B010557,Extra Bed,Can I request an extra bed?,Closed,2025-10-11 05:21:18
REQ000296,C006164,B016122,Complaint,I am not satisfied with the service.,Resolved,2026-06-17 22:19:22
REQ000297,C000156,B001801,Modification Request,I want to change my check-in date.,Open,2025-10-09 03:52:21
REQ000298,C002133,,Late Checkout,I want to check out later.,Closed,2026-01-27 11:44:01
REQ000299,C008162,B001827,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-01-28 14:00:55
REQ000300,C001885,B010815,Room Service,I need room service.,Resolved,2026-06-13 21:11:16
REQ000301,C006741,B010224,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-11-11 10:50:47
REQ000302,C007230,,Room Service,I would like to order room service.,Resolved,2026-06-24 21:19:40
REQ000303,C002747,,Complaint,I am not satisfied with the service.,Resolved,2025-11-14 12:12:52
REQ000304,C000969,,Modification Request,Can I modify my booking?,Closed,2026-07-08 17:30:33
REQ000305,C009851,B001449,Airport Transfer,I need an airport transfer.,Closed,2025-10-14 03:57:30
REQ000306,C005536,B018734,Early Check-in,Can I check in early?,In Progress,2026-08-10 20:58:21
REQ000307,C009431,,Late Checkout,I want to check out later.,Closed,2026-01-09 12:35:10
REQ000308,C002894,,Late Checkout,Can I have a late checkout?,Resolved,2026-08-14 03:34:19
REQ000309,C009051,B004856,Booking Inquiry,I would like information about room availability.,Resolved,2026-01-24 13:46:59
REQ000310,C005987,,Modification Request,I need to change the number of guests.,In Progress,2026-06-13 01:08:23
REQ000311,C003546,B004590,Room Service,I would like to order room service.,Resolved,2025-12-30 08:40:37
REQ000312,C006426,,Early Check-in,Can I check in early?,Open,2026-06-20 14:11:34
REQ000313,C005087,,Booking Inquiry,I would like information about room availability.,In Progress,2025-12-25 16:34:52
REQ000314,C000179,,Airport Transfer,I need an airport transfer.,In Progress,2025-11-18 22:59:50
REQ000315,C007488,B018485,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-09-28 21:01:59
REQ000316,C008516,B013323,Airport Transfer,Can you arrange airport pickup?,Closed,2026-07-08 22:06:12
REQ000317,C006858,,Airport Transfer,I need an airport transfer.,Closed,2026-03-13 07:56:20
REQ000318,C006755,B012771,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-10-12 06:50:49
REQ000319,C002677,B018705,Cancellation Request,Can I cancel my reservation?,In Progress,2026-06-10 23:18:27
REQ000320,C000504,,Early Check-in,Can I check in early?,Resolved,2025-10-21 22:52:15
REQ000321,C003146,,Room Service,I need room service.,Closed,2026-03-16 01:07:22
REQ000322,C003067,B015772,Room Service,I would like to order room service.,Closed,2026-08-10 03:06:40
REQ000323,C002410,B017033,Booking Inquiry,I would like information about room availability.,Closed,2026-08-11 11:11:34
REQ000324,C005108,,Room Service,Can I order food to my room?,Resolved,2025-08-26 08:41:24
REQ000325,C004987,B016728,Airport Transfer,Do you provide airport transportation?,Resolved,2026-07-27 11:08:42
REQ000326,C006528,B010982,Room Service,I need room service.,In Progress,2026-02-02 11:37:10
REQ000327,C006691,,Housekeeping,Can someone clean my room?,Open,2026-04-21 03:52:40
REQ000328,C006109,,Booking Inquiry,Do you have any rooms available for my dates?,Open,2026-05-15 04:24:51
REQ000329,C004285,,Payment Inquiry,Was my payment successful?,Resolved,2026-04-20 02:39:13
REQ000330,C002141,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-12-17 09:24:32
REQ000331,C000928,,Early Check-in,Is early check-in available?,Resolved,2025-09-22 17:57:35
REQ000332,C007829,,Early Check-in,Can I check in early?,Resolved,2026-06-07 20:10:48
REQ000333,C002249,B006948,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-04-20 19:08:35
REQ000334,C009357,,Late Checkout,Is late checkout available?,Resolved,2026-03-19 02:26:49
REQ000335,C007210,B000039,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-06-09 09:00:55
REQ000336,C008837,B001670,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2026-06-23 15:55:08
REQ000337,C000547,B016925,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-08-12 17:20:11
REQ000338,C002981,B011112,Housekeeping,I need housekeeping service.,Resolved,2026-06-12 21:56:47
REQ000339,C006337,B012882,General Inquiry,I need some information about the hotel.,Resolved,2026-01-06 03:43:42
REQ000340,C007507,B003386,General Inquiry,Can you provide more information?,Open,2026-01-18 19:56:19
REQ000341,C008155,B003845,Early Check-in,I would like to arrive before the check-in time.,Open,2026-06-10 06:48:13
REQ000342,C004415,B005935,Airport Transfer,Can you arrange airport pickup?,In Progress,2026-01-01 05:45:09
REQ000343,C001576,,Room Service,I need room service.,In Progress,2026-06-08 05:38:18
REQ000344,C002600,B017860,Airport Transfer,Do you provide airport transportation?,In Progress,2026-02-23 18:33:25
REQ000345,C007519,,Payment Inquiry,Was my payment successful?,Closed,2025-11-05 23:44:15
REQ000346,C008395,B011763,Late Checkout,Is late checkout available?,In Progress,2026-03-09 04:55:04
REQ000347,C007066,B005708,Room Service,I would like to order room service.,Open,2026-02-23 07:57:38
REQ000348,C002945,B009836,Room Service,Can I order food to my room?,In Progress,2025-10-23 06:11:13
REQ000349,C002703,,Housekeeping,My room needs cleaning.,Closed,2026-08-13 19:35:22
REQ000350,C007627,,Cancellation Request,Can I cancel my reservation?,In Progress,2025-11-14 01:53:16
REQ000351,C005944,,Complaint,I want to make a complaint.,In Progress,2025-08-24 01:19:17
REQ000352,C000926,B013564,Payment Inquiry,Can you check my payment?,In Progress,2026-01-26 16:34:40
REQ000353,C008529,B017927,Cancellation Request,Can I cancel my reservation?,In Progress,2026-03-03 12:03:00
REQ000354,C007114,B009877,Modification Request,Can I modify my booking?,Closed,2026-05-22 13:31:35
REQ000355,C006712,,Extra Bed,Is it possible to add an extra bed?,Open,2025-12-17 05:00:25
REQ000356,C006308,,General Inquiry,I need some information about the hotel.,In Progress,2026-04-04 14:06:21
REQ000357,C003015,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-02-26 08:50:28
REQ000358,C000819,,Cancellation Request,Can I cancel my reservation?,In Progress,2025-12-05 11:25:19
REQ000359,C001315,,Room Service,Can I order food to my room?,Resolved,2026-03-06 19:42:39
REQ000360,C006156,,General Inquiry,Can you provide more information?,Resolved,2026-05-16 21:33:48
REQ000361,C000753,,Airport Transfer,I need an airport transfer.,Closed,2026-08-11 13:02:32
REQ000362,C007558,,Room Service,I need room service.,In Progress,2026-05-12 10:41:00
REQ000363,C009030,,Room Service,Can I order food to my room?,Resolved,2025-08-21 04:08:43
REQ000364,C000912,B003854,Cancellation Request,Can I cancel my reservation?,Closed,2025-09-16 15:47:04
REQ000365,C008304,,Airport Transfer,I need an airport transfer.,Resolved,2026-04-14 06:39:54
REQ000366,C003811,B005895,Late Checkout,Is late checkout available?,Closed,2026-05-23 09:56:31
REQ000367,C006003,B015742,Cancellation Request,Can I cancel my reservation?,Resolved,2025-09-07 00:15:51
REQ000368,C000548,B009835,Cancellation Request,I want to cancel my booking.,Closed,2026-07-24 01:09:24
REQ000369,C003605,,Complaint,I am not satisfied with the service.,Resolved,2026-04-07 19:47:20
REQ000370,C006917,,Housekeeping,I need housekeeping service.,Closed,2025-12-06 02:20:49
REQ000371,C000152,,General Inquiry,I need some information about the hotel.,Resolved,2026-02-15 09:47:46
REQ000372,C001451,B015014,Modification Request,I want to change my check-in date.,Resolved,2026-01-03 05:01:46
REQ000373,C006584,B002859,Booking Inquiry,I want to know if you have available rooms.,Open,2025-10-29 10:54:20
REQ000374,C008071,B005468,Late Checkout,Can I have a late checkout?,In Progress,2026-01-03 04:40:00
REQ000375,C006204,,Modification Request,Can I modify my booking?,Closed,2025-09-18 18:14:42
REQ000376,C000780,B013478,Late Checkout,Is late checkout available?,In Progress,2025-11-02 03:34:12
REQ000377,C003415,B002695,Modification Request,I want to change my check-in date.,Resolved,2026-02-03 11:59:35
REQ000378,C003823,B000267,Cancellation Request,Can I cancel my reservation?,Resolved,2026-05-21 08:07:48
REQ000379,C003974,,Late Checkout,Is late checkout available?,Resolved,2025-10-19 13:43:21
REQ000380,C007526,,Housekeeping,My room needs cleaning.,Closed,2026-07-18 22:22:20
REQ000381,C009185,,Payment Inquiry,Can you check my payment?,Closed,2025-09-02 10:07:28
REQ000382,C002348,B010704,Late Checkout,Can I have a late checkout?,Resolved,2026-06-05 04:33:06
REQ000383,C006662,B016264,Room Service,Can I order food to my room?,Closed,2026-06-27 11:52:51
REQ000384,C004901,,Complaint,I want to make a complaint.,Closed,2025-09-01 15:47:13
REQ000385,C001319,,Airport Transfer,Do you provide airport transportation?,Resolved,2026-07-27 06:25:26
REQ000386,C001443,B016896,Booking Inquiry,I would like information about room availability.,Closed,2026-07-31 01:13:34
REQ000387,C002701,,Early Check-in,Is early check-in available?,Closed,2025-12-12 03:45:33
REQ000388,C003811,B005895,Modification Request,I need to change the number of guests.,Resolved,2026-01-30 08:30:29
REQ000389,C003383,B012746,Late Checkout,Is late checkout available?,Resolved,2025-12-25 10:56:11
REQ000390,C001148,B011236,Modification Request,I need to change the number of guests.,Closed,2025-12-02 18:39:21
REQ000391,C006312,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-05-16 14:07:03
REQ000392,C000557,B001162,General Inquiry,I have a question about the hotel.,Closed,2026-03-22 14:41:21
REQ000393,C009929,B001728,Booking Inquiry,Do you have any rooms available for my dates?,Open,2025-11-01 18:18:06
REQ000394,C003991,B019538,Housekeeping,My room needs cleaning.,Resolved,2026-01-24 18:34:19
REQ000395,C000476,B007215,Room Service,I would like to order room service.,Closed,2026-05-25 23:11:35
REQ000396,C001597,B016301,Housekeeping,Can someone clean my room?,In Progress,2025-10-23 11:52:18
REQ000397,C006114,B004191,Room Service,I would like to order room service.,Resolved,2025-12-26 12:27:47
REQ000398,C002999,B015218,Extra Bed,Can I request an extra bed?,Resolved,2025-12-04 00:08:51
REQ000399,C009620,B002480,Housekeeping,My room needs cleaning.,Open,2026-06-12 14:33:21
REQ000400,C001658,B014097,Late Checkout,I want to check out later.,Resolved,2026-07-08 06:50:37
REQ000401,C005509,,Housekeeping,I need housekeeping service.,Resolved,2025-10-08 22:48:55
REQ000402,C007187,B011177,Airport Transfer,I need an airport transfer.,Resolved,2025-08-27 15:30:55
REQ000403,C005566,B005858,Payment Inquiry,Can you check my payment?,Closed,2025-10-24 05:27:50
REQ000404,C006992,B009220,Room Service,I would like to order room service.,Resolved,2025-12-29 07:47:36
REQ000405,C004446,B000620,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-12-22 22:58:04
REQ000406,C002729,,Room Service,Can I order food to my room?,Resolved,2026-07-23 00:46:55
REQ000407,C005226,B018954,Room Service,I would like to order room service.,Closed,2026-07-26 13:56:10
REQ000408,C007800,B000628,Airport Transfer,I need an airport transfer.,Closed,2026-01-19 08:40:30
REQ000409,C004552,B019184,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-07-08 20:20:34
REQ000410,C005510,,Modification Request,I want to change my check-in date.,Closed,2026-05-12 05:37:37
REQ000411,C004197,B003252,Extra Bed,I need an additional bed in my room.,Open,2025-08-27 12:12:26
REQ000412,C000905,B001741,Housekeeping,I need housekeeping service.,Closed,2026-05-31 18:25:39
REQ000413,C005747,B018754,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-07-18 16:30:11
REQ000414,C004770,B012650,General Inquiry,I have a question about the hotel.,Open,2026-01-18 16:40:24
REQ000415,C002202,B004219,Housekeeping,My room needs cleaning.,Resolved,2026-01-28 01:31:55
REQ000416,C002751,B015044,Payment Inquiry,Can you check my payment?,Closed,2026-02-10 07:20:17
REQ000417,C005494,B019838,Complaint,I have a problem with my room.,Resolved,2026-06-06 05:29:05
REQ000418,C000482,B001555,Airport Transfer,Do you provide airport transportation?,Closed,2025-10-17 17:54:07
REQ000419,C005138,,Housekeeping,Can someone clean my room?,Open,2025-09-07 12:27:13
REQ000420,C007966,B012642,General Inquiry,I need some information about the hotel.,Closed,2026-03-09 21:45:43
REQ000421,C001927,B007477,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-07-02 11:19:58
REQ000422,C009177,,Modification Request,Can I modify my booking?,Resolved,2026-05-09 04:41:53
REQ000423,C001329,B011251,Room Service,I would like to order room service.,Resolved,2026-06-19 06:59:16
REQ000424,C004514,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-07-09 03:05:10
REQ000425,C004721,B010392,Room Service,Can I order food to my room?,Closed,2026-01-13 11:02:18
REQ000426,C009637,B010297,Booking Inquiry,I would like information about room availability.,In Progress,2025-10-14 22:11:57
REQ000427,C003392,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-07-29 11:24:00
REQ000428,C008554,,Late Checkout,Is late checkout available?,Closed,2025-10-30 00:14:44
REQ000429,C000438,B007715,Late Checkout,Is late checkout available?,Closed,2026-04-09 11:13:44
REQ000430,C009450,B006986,Extra Bed,Can I request an extra bed?,Closed,2025-09-16 14:37:29
REQ000431,C007357,,Late Checkout,I want to check out later.,Open,2026-02-02 01:37:46
REQ000432,C003899,B015295,Room Service,I need room service.,In Progress,2026-04-18 13:47:07
REQ000433,C007034,B003574,Extra Bed,I need an additional bed in my room.,Open,2026-06-19 19:56:26
REQ000434,C005271,B005305,Cancellation Request,Can I cancel my reservation?,Resolved,2026-06-27 00:14:21
REQ000435,C007354,,Extra Bed,I need an additional bed in my room.,Resolved,2026-05-08 16:44:15
REQ000436,C000498,B011454,Housekeeping,My room needs cleaning.,Resolved,2025-12-21 03:11:23
REQ000437,C003812,,Payment Inquiry,Was my payment successful?,Resolved,2026-01-27 17:22:17
REQ000438,C000436,,Cancellation Request,Can I cancel my reservation?,In Progress,2026-01-31 17:35:26
REQ000439,C006975,B004327,Cancellation Request,I need to cancel my hotel reservation.,Closed,2025-10-08 02:32:51
REQ000440,C002756,,Complaint,I am not satisfied with the service.,Resolved,2026-03-06 03:42:31
REQ000441,C008303,B011818,Booking Inquiry,Do you have any rooms available for my dates?,Open,2026-08-09 21:31:25
REQ000442,C006412,,Extra Bed,Is it possible to add an extra bed?,Open,2026-01-01 20:37:12
REQ000443,C009443,,Housekeeping,Can someone clean my room?,Resolved,2026-01-30 19:00:52
REQ000444,C008366,B010385,Complaint,I have a problem with my room.,Closed,2025-12-16 02:19:45
REQ000445,C009426,B000217,Late Checkout,I want to check out later.,Open,2026-03-25 23:37:31
REQ000446,C003003,B007769,Booking Inquiry,I want to know if you have available rooms.,Open,2025-08-21 15:43:56
REQ000447,C002208,B009057,Extra Bed,I need an additional bed in my room.,Resolved,2026-07-20 23:43:40
REQ000448,C005269,B006179,Early Check-in,Can I check in early?,Resolved,2026-04-23 06:36:20
